chapter,line,block,chinese,pinyin,literal_gloss,our_english,alignment_method
70,3,2,言有宗，事有君。,"Yán yǒu zōng, shì yǒu jūn.","Words have an ancestor/root, affairs have a sovereign/master.",Words have an ancestor. / Affairs have a ruler.,proportional
70,4,2,夫唯無知，是以不我知。,"Fú wéi wú zhī, shì yǐ bù wǒ zhī.","Precisely because they lack understanding, therefore they do not understand me.","Only because there is no knowing it, / they do not know me.",proportional
70,5,3,知我者希，則我者貴。,"Zhī wǒ zhě xī, zé wǒ zhě guì.","Those who understand me are rare, those who follow/model me are valued.",Those who know me are few. / Those who pattern themselves on me are precious.,proportional
70,6,3,是以聖人被褐而懷玉。,Shì yǐ shèng rén pī hè ér huái yù.,Therefore the Sage wears coarse clothes but carries jade in their bosom.,"Therefore, the sage wears coarse cloth, but carries jade against their chest.",proportional
71,1,0,知不知，上；,"Zhī bù zhī, shàng;","Knowing that one does not know, is superior/highest;",To know you do not know is highest.,exact-count
71,2,0,不知知，病。,"Bù zhī zhī, bìng.","Not knowing yet thinking one knows, is a disease/flaw.",To not know yet claim to know is sickness.,exact-count
71,3,0,夫唯病病，是以不病。,"Fú wéi bìng bìng, shì yǐ bù bìng.","Only by recognizing the disease as a disease, therefore one is not diseased.",Only when you are sick of the sickness are you not sick.,exact-count
71,4,0,聖人不病，以其病病，是以不病。,"Shèng rén bù bìng, yǐ qí bìng bìng, shì yǐ bù bìng.","The Sage is not diseased, because they recognize the disease as a disease, therefore they are not diseased.",The sage is not sick because they are sick of the sickness.,exact-count
72,1,1,民不畏威，則大威至。,"Mín bù wèi wēi, zé dà wēi zhì.","When the people do not fear authority/might, then great authority/might arrives.","When the people no longer fear authority, / the great collapse comes.",proportional
72,2,1,無狎其所居，無厭其所生。,"Wú xiá qí suǒ jū, wú yàn qí suǒ shēng.","Do not crowd/harass their place of residence, do not oppress/weary their livelihood.",Do not crowd people in their homes.,proportional
72,3,1,夫唯不厭，是以不厭。,"Fú wéi bù yàn, shì yǐ bù yàn.","Precisely because one does not oppress them, therefore they do not find it oppressive.",Do not oppress their livelihoods.,proportional
72,4,2,是以聖人自知，不自見；,"Shì yǐ shèng rén zì zhī, bù zì jiàn;","Therefore the Sage knows self, but does not display self;","Only when you do not oppress them will they not tire of you. / And so the sage knows themselves and does not display themselves,",proportional
72,5,2,自愛，不自貴。,"Zì ài, bù zì guì.","Loves self, but does not esteem/exalt self.",loves themselves and does not hold themselves precious.,proportional
72,6,2,故去彼取此。,Gù qù bǐ qǔ cǐ.,Therefore discard that and choose this.,They let go of what is out there and take what is here.,proportional
73,1,1,勇於敢則殺，,"Yǒng yú gǎn zé shā,","Brave in daring, then (one) gets killed;",Bravery in pushing gets you killed. / Bravery in not pushing keeps you alive.,proportional
73,2,1,勇於不敢則活。,Yǒng yú bù gǎn zé huó.,"Brave in not daring, then (one) lives.","Of these two, one benefits and one harms.",proportional
73,3,1,此兩者，或利或害。,"Cǐ liǎng zhě, huò lì huò hài.","These two things, one is beneficial, one is harmful.","What nature turns against, who knows why?",proportional
73,4,1,天之所惡，孰知其故？,"Tiān zhī suǒ wù, shú zhī qí gù?","That which Heaven dislikes, who knows the reason/cause?",So the sage still finds it difficult.,proportional
73,5,1,是以聖人猶難之。,Shì yǐ shèng rén yóu nán zhī.,Therefore the Sage still treats it as difficult.,The way of nature:,proportional
73,6,2,天之道，不爭而善勝，,"Tiān zhī dào, bù zhēng ér shàn shèng,","The Tao of Heaven: does not contend yet masterfully conquers,","it does not contend, yet is masterful at overcoming. / It does not speak, yet is masterful at answering.",proportional
73,7,2,不言而善應，,"Bù yán ér shàn yìng,","Does not speak yet masterfully responds,","It does not summon, yet things come of themselves.",proportional
73,8,2,不召而自來，,"Bù zhào ér zì lái,","Does not summon yet it comes by itself,","It is unhurried, yet masterful at planning.",proportional
73,9,2,繟然而善謀。,Chǎn rán ér shàn móu.,It is loose/spacious yet masterfully plans.,Nature's net is vast.,proportional
73,10,3,天網恢恢，疏而不失。,"Tiān wǎng huī huī, shū ér bù shī.","Heaven's net is vast/broad, wide-meshed yet nothing escapes.","Its mesh is wide, and nothing slips through.",proportional
74,1,1,民不畏死，奈何以死懼之？,"Mín bù wèi sǐ, nài hé yǐ sǐ jù zhī?","When the people do not fear death, why use death to threaten them?","When the people do not fear death, / why try to frighten them with death?",proportional
74,2,1,若使民常畏死，而為奇者，吾得執而殺之，孰敢？,"Ruò shǐ mín cháng wèi sǐ, ér wéi qí zhě, wú dé zhí ér shā zhī, shú gǎn?","If you make the people constantly fear death, and those who perform odd/illegal acts, I can seize and kill them—who would dare?","Suppose the people always feared death, / and I could seize whoever steps out of line and kill them.",proportional
74,3,2,常有司殺者殺。,Cháng yǒu sī shā zhě shā.,There is always a Master of Killing who kills.,Who would still push? / There is always one who does the killing.,proportional
74,4,2,夫代司殺者殺，是謂代大匠斫。,"Fú dài sī shā zhě shā, shì wèi dài dà jiàng zhuó.","Now to take the place of the Master of Killing to kill, is called taking the place of the Great Carpenter to hew.","To take their place is to take the place of the master carpenter. / Of those who carve in place of the master carpenter,",proportional
74,5,2,夫代大匠斫，希有不傷其手矣。,"Fú dài dà jiàng zhuó, xī yǒu bù shāng qí shǒu yǐ.","To take the place of the Great Carpenter to hew, rarely is there anyone who does not injure their own hand.",few fail to cut their own hand.,proportional
75,1,1,民之飢，以其上食稅之多，是以飢。,"Mín zhī jī, yǐ qí shàng shí shuì zhī duō, shì yǐ jī.","The hunger of the people, because their superiors consume taxes in such quantity, therefore they are hungry.",The people go hungry / because those over them eat up so much in taxes.,proportional
75,2,2,民之難治，以其上之有為，是以難治。,"Mín zhī nán zhì, yǐ qí shàng zhī yǒu wéi, shì yǐ nán zhì.","The people are difficult to govern, because their superiors have ""doing"" (interference), therefore they are difficult to govern.",The people are hard to govern / because those over them will not stop doing.,proportional
75,3,2,民之輕死，以其上求生之厚，是以輕死。,"Mín zhī qīng sǐ, yǐ qí shàng qiú shēng zhī hòu, shì yǐ qīng sǐ.","The people treat death lightly, because their superiors seek ""life"" (luxury) with such thickness/profuseness, therefore they treat death lightly.",The people make light of death / because those over them want their own lives so rich.,proportional
75,4,2,夫唯無以生為者，是賢於貴生。,"Fú wéi wú yǐ shēng wéi zhě, shì xián yú guì shēng.","Only those who do not use ""living"" as a ""doing,"" are worthier than those who value/prize life.",Those who don't use living for doing / are worthier than those who hold life precious.,proportional
76,1,1,人之生也柔弱，其死也堅強。,"Rén zhī shēng yě róu ruò, qí sǐ yě jiān qiáng.",Human life is supple/soft and weak; at death it is rigid and hard/strong.,"In life the body is soft and yielding. / In death, hard and strong.",proportional
76,2,1,萬物草木之生也柔脆，其死也枯槁。,"Wàn wù cǎo mù zhī shēng yě róu cuì, qí sǐ yě kū gǎo.",The ten thousand things—grass and trees—are in life supple and fragile; at death they are withered and dried.,"In life the countless things, the grasses and trees, are soft and tender. / In death, withered and dry.",proportional
76,3,2,故堅強者死之徒，,"Gù jiān qiáng zhě sǐ zhī tú,","Therefore the rigid and hard/strong are the disciples/company of death,",So the hard and strong are followers of death.,proportional
76,4,2,柔弱者生之徒。,Róu ruò zhě shēng zhī tú.,The supple and weak are the disciples/company of life.,"The soft and yielding are followers of life. / This is why a strong army does not win,",proportional
76,5,3,是以兵強則不勝，木強則折。,"Shì yǐ bīng qiáng zé bù shèng, mù qiáng zé zhé.","Therefore, if troops are hard/strong, they will not win; if a tree is hard/strong, it will snap.",and a strong tree snaps. / The strong and the big dwell below.,proportional
76,6,3,強大處下，柔弱處上。,"Qiáng dà chǔ xià, róu ruò chǔ shàng.","The hard/strong and big reside below, the supple and weak reside above.",The soft and the yielding dwell above.,proportional
77,1,1,天之道，其猶張弓與？,"Tiān zhī dào, qí yóu zhāng gōng yǔ?","The Tao of Heaven, is it not like drawing a bow?","The way of nature: / is it not like stringing a bow? / The high is pressed down, the low is lifted.",proportional
77,2,1,高者抑之，下者舉之；,"Gāo zhě yì zhī, xià zhě jǔ zhī;","The high is lowered, the low is raised;",What is too much is drawn off. What is too little is filled in. / The way of nature,proportional
77,3,1,有餘者損之，不足者補之。,"Yǒu yú zhě sǔn zhī, bù zú zhě bǔ zhī.","Those who have excess, it diminishes; those who are insufficient, it supplements.",takes from where there is too much / and mends where there is too little.,proportional
77,4,2,天之道，損有餘而補不足。,"Tiān zhī dào, sǔn yǒu yú ér bǔ bù zú.",The Tao of Heaven: diminishes those who have excess and supplements those who are insufficient.,The way of people is not like this. / It takes from those who have too little / and offers it up to those who have too much.,proportional
77,5,2,人之道，則不然，損不足以奉有餘。,"Rén zhī dào, zé bù rán, sǔn bù zú yǐ fèng yǒu yú.",The Tao of humanity is not like this: it diminishes those who are insufficient to serve those who have excess.,"Who has more than enough, / and offers it up to the world?",proportional
77,6,3,孰能有餘以奉天下？唯有道者。,Shú néng yǒu yú yǐ fèng tiān xià? Wéi yǒu dào zhě.,Who can have excess to serve the world? Only the one who has the Tao.,Only those who are with the Tao. / Therefore the sage acts yet relies on nothing.,proportional
77,7,3,是以聖人為而不恃，功成而不處，其不欲見賢。,"Shì yǐ shèng rén wéi ér bù shì, gōng chéng ér bù chù, qí bù yù jiàn xián.","Therefore the Sage acts but does not rely, accomplishes work but does not take credit; they do not wish to display their worth.","The work is done, and they do not stay in it. / They have no wish to appear exceptional.",proportional
78,1,1,天下莫柔弱於水，,"Tiān xià mò róu ruò yú shuǐ,","In the world, nothing is more supple and weak than water,","In all the world nothing is softer and more yielding than water, / yet at attacking the hard and the strong nothing overcomes it, / for nothing can take its place.",proportional
78,2,1,而攻堅強者莫之能勝，以其無以易之。,"Ér gōng jiān qiáng zhě mò zhī néng shèng, yǐ qí wú yǐ yì zhī.","Yet in attacking the hard and strong, nothing can surpass it, because nothing can replace it.","The yielding overcomes the strong. / The soft overcomes the hard. / No one in the world fails to know this,",proportional
78,3,2,弱之勝強，柔之勝剛，天下莫不知，莫能行。,"Ruò zhī shèng qiáng, róu zhī shèng gāng, tiān xià mò bù zhī, mò néng xíng.","That the weak conquers the strong, the supple conquers the hard/rigid—the world knows this, but no one can practice it.",yet no one can follow it. / So the sage says:,proportional
78,4,3,是以聖人云：受國之垢，是謂社稷主；受國之不祥，是謂天下王。,"Shì yǐ shèng rén yún: shòu guó zhī gòu, shì wèi shè jì zhǔ; shòu guó zhī bù xiáng, shì wèi tiān xià wáng.",Therefore the Sage says: To accept the state's filth is to be the Lord of the Altars (the people); to accept the state's misfortune is to be the King of the World.,whoever takes on the filth of the state / is the keeper of the soil and the grain. / Whoever takes on the ill omen of the state,proportional
78,5,3,正言若反。,Zhèng yán ruò fǎn.,Right words seem like the opposite (paradoxical).,is the ruler of the world. / Words on the mark seem like their opposite.,proportional
79,1,1,和大怨，必有餘怨；安可以為善？,"Hé dà yuàn, bì yǒu yú yuàn; ān kě yǐ wéi shàn?","Even after reconciling a great grudge, there must remain some residual resentment; how can this be considered ""good""?",Settle a great grudge / and some grudge always remains. / How could that count as masterful?,proportional
79,2,2,是以聖人執左契，而不責於人。,"Shì yǐ shèng rén zhí zuǒ qì, ér bù zé yú rén.","Therefore the Sage holds the left (debtor's) tally, and does not exact payment from people.",So the sage holds their half of the tally / and never asks for the other.,proportional
79,3,2,有德司契，無德司徹。,"Yǒu dé sī qì, wú dé sī chè.",Those with Virtue manage the tally; those without Virtue manage the taxes/collection.,Those with integrity keep the tally. / Those without integrity keep score.,proportional
79,4,2,天道無親，常與善人。,"Tiān dào wú qīn, cháng yǔ shàn rén.","The Tao of Heaven has no favorites; it constantly sides with the ""good"" people (the natural/authentic).",The way of nature plays no favorites. / It stays with those who are masterful.,proportional
80,1,1,小國寡民。使有什伯之器而不用；,Xiǎo guó guǎ mín. Shǐ yǒu shí bǎi zhī qì ér bù yòng;,A small state with few people. Let them have ten-fold and hundred-fold labor-saving devices and not use them;,"A small state, few people. / Let the people have tools that do the work of ten, of a hundred, yet no need to use them. / Let the people find death heavy, and not move far away.",proportional
80,2,1,使民重死而不遠徙。,Shǐ mín zhòng sǐ ér bù yuǎn xǐ.,Let the people take death seriously and not move far away.,"Though there are boats and carts, there is no call to travel in them. / Though there are armor and weapons, there is no call to march them out.",proportional
80,3,1,雖有舟輿，無所乘之；雖有甲兵，無所陳之。,"Suī yǒu zhōu yú, wú suǒ chéng zhī; suī yǒu jiǎ bīng, wú suǒ chén zhī.","Though they have boats and carriages, there is no need to ride them; though they have armor and weapons, there is no need to display them.","Let the people go back to keeping their records in knotted cord. / They find their food sweet,",proportional
80,4,2,使民復結繩而用之。,Shǐ mín fù jié shéng ér yòng zhī.,Let the people go back to tying knots and using them (as their record).,"their clothes fine, / their houses restful, / their ways a pleasure.",proportional
80,5,2,甘其食，美其服，安其居，樂其俗。,"Gān qí shí, měi qí fú, ān qí jū, lè qí sú.","Find their food sweet, find their clothing beautiful, find their dwelling peaceful, find their customs joyful.",Neighboring states lie within sight of each other. / They hear each other's roosters and dogs.,proportional
80,6,2,隣國相望，雞犬之聲相聞，民至老死，不相往來。,"Lín guó xiāng wàng, jī quǎn zhī shēng xiāng wén, mín zhì lǎo sǐ, bù xiāng wǎng lái.","Neighboring states look at each other, the sounds of cocks and dogs are heard across, yet the people, until they grow old and die, do not go back and forth (trade/commute).",The people grow old and die / and never once go next door.,proportional
81,1,1,信言不美，美言不信。,"Xìn yán bù měi, měi yán bù xìn.",Truthful words are not beautiful/decorative; beautiful/decorative words are not truthful.,Trustworthy words are not pretty. / Pretty words are not trustworthy. / Those who are masterful do not argue.,proportional
81,2,1,善者不辯，辯者不善。,"Shàn zhě bù biàn, biàn zhě bù shàn.","Those who are ""good"" (authentic) do not argue/debate; those who argue/debate are not ""good.""",Those who argue are not masterful. / Those who know have not heard it all.,proportional
81,3,1,知者不博，博者不知。,"Zhī zhě bù bó, bó zhě bù zhī.",Those who truly know are not broadly learned (in superficial knowledge); those who are broadly learned do not truly know.,Those who have heard it all do not know. / The sage does not hoard.,proportional
81,4,2,聖人不積。既以為人己愈有，既以與人己愈多。,"Shèng rén bù jī. Jì yǐ wéi rén jǐ yù yǒu, jì yǐ yǔ rén jǐ yù duō.","The Sage does not hoard. Since they do things for people, they have more for themselves; since they give to people, they have more for themselves.","Having done for others, they have more. / Having given to others, they have more still.",proportional
81,5,2,天之道，利而不害；聖人之道，為而不爭。,"Tiān zhī dào, lì ér bù hài; shèng rén zhī dào, wéi ér bù zhēng.",The Tao of Heaven: benefits but does not harm; the Tao of the Sage: acts but does not contend.,The way of nature benefits and does not harm. / The way of the sage acts and does not contend.,proportional
